subject	predicate	object	birthPlace	<predicate>	age	object
John_R_u002E__Emens 	alumniOf 	Michigan_State_University 	Wright_Township_u002C__Hillsdale_County_u002C__Michigan 	<alumniOf >		Michigan_State_University 
John_R_u002E__Emens 	birthDate 	1901-10-10	Wright_Township_u002C__Hillsdale_County_u002C__Michigan 	<age>	122	122
John_R_u002E__Emens 	gender 	Male	Wright_Township_u002C__Hillsdale_County_u002C__Michigan 	<gender >		Male
John_Rennie__u0028_GC_u0029_ 	award 	George_Cross	Aberdeen 	<award >		George_Cross
John_Rennie__u0028_GC_u0029_ 	birthDate 	1920-01-01	Aberdeen 	<age>	104	104
John_Rennie__u0028_GC_u0029_ 	gender 	Male	Aberdeen 	<gender >		Male
John_Ridge 	alumniOf 	Foreign_Mission_School 	Rome_u002C__Georgia 	<alumniOf >		Foreign_Mission_School 
John_Ridge 	birthDate 	1802-01-01	Rome_u002C__Georgia 	<age>	222	222
John_Ridge 	gender 	Male	Rome_u002C__Georgia 	<gender >		Male
John_Ridge 	nationality 	United_States 	Rome_u002C__Georgia 	<nationality >		United_States 
John_Ross_u002C__1st_Lord_Ross 	gender 	Male	Renfrewshire 	<gender >		Male
John_Schiller 	award 	Medal_of_Honor	Germany 	<award >		Medal_of_Honor
John_Schiller 	birthDate 	1830-03-07	Germany 	<age>	194	194
John_Schiller 	gender 	Male	Germany 	<gender >		Male
John_Schiller 	nationality 	United_States 	Germany 	<nationality >		United_States 
Raja_Zarith_Sofiah 	alumniOf 	Somerville_College_u002C__Oxford 	Batu_Gajah 	<alumniOf >		Somerville_College_u002C__Oxford 
Raja_Zarith_Sofiah 	birthDate 	1959-08-14	Batu_Gajah 	<age>	64	64
Raja_Zarith_Sofiah 	gender 	Female	Batu_Gajah 	<gender >		Female
Raja_Zarith_Sofiah 	nationality 	Malaysia 	Batu_Gajah 	<nationality >		Malaysia 
Tongzhi_Emperor 	birthDate 	1856-04-27	Forbidden_City 	<age>	167	167
Tongzhi_Emperor 	gender 	Male	Forbidden_City 	<gender >		Male
Zhou_Xuechang 	alumniOf 	Peking_University 	Anxin_County 	<alumniOf >		Peking_University 
Zhou_Xuechang 	birthDate 	1898-03-19	Anxin_County 	<age>	126	126
Zhou_Xuechang 	gender 	Male	Anxin_County 	<gender >		Male
Zhou_Xuechang 	memberOf 	Kuomintang 	Anxin_County 	<memberOf >		Kuomintang 
Zhou_Xuechang 	nationality 	China 	Anxin_County 	<nationality >		China 
Dorothy_J_u002E__Killam 	birthDate 	1900-01-01	St_u002E__Louis 	<age>	124	124
Dorothy_J_u002E__Killam 	gender 	Female	St_u002E__Louis 	<gender >		Female
Dorothy_J_u002E__Killam 	nationality 	United_States 	St_u002E__Louis 	<nationality >		United_States 
Fevziye_Sultan 	birthDate 	1928-10-28	Paris 	<age>	95	95
Fevziye_Sultan 	gender 	Female	Paris 	<gender >		Female
Iro_Ilk 	award 	German_Cross_In_Gold_Q17412908	Nassau_u002C__Rhineland-Palatinate 	<award >		German_Cross_In_Gold_Q17412908
Iro_Ilk 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Nassau_u002C__Rhineland-Palatinate 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Iro_Ilk 	birthDate 	1919-10-18	Nassau_u002C__Rhineland-Palatinate 	<age>	104	104
Iro_Ilk 	gender 	Male	Nassau_u002C__Rhineland-Palatinate 	<gender >		Male
Isaac_B_u002E__Desha 	birthDate 	1802-01-01	Maysville_u002C__Kentucky 	<age>	222	222
Isaac_B_u002E__Desha 	gender 	Male	Maysville_u002C__Kentucky 	<gender >		Male
Isaac_B_u002E__Desha 	nationality 	United_States 	Maysville_u002C__Kentucky 	<nationality >		United_States 
Isaac_N_u002E__Carleton 	alumniOf 	Phillips_Academy 	Bradford_u002C__Massachusetts 	<alumniOf >		Phillips_Academy 
Isaac_N_u002E__Carleton 	alumniOf 	Dartmouth_College 	Bradford_u002C__Massachusetts 	<alumniOf >		Dartmouth_College 
Isaac_N_u002E__Carleton 	birthDate 	1832-06-10	Bradford_u002C__Massachusetts 	<age>	191	191
Isaac_N_u002E__Carleton 	gender 	Male	Bradford_u002C__Massachusetts 	<gender >		Male
Isaac_N_u002E__Carleton 	nationality 	United_States 	Bradford_u002C__Massachusetts 	<nationality >		United_States 
Isaac_Roosevelt__u0028_businessman_u0029_ 	birthDate 	1790-09-29	Hyde_Park_u002C__New_York 	<age>	233	233
Isaac_Roosevelt__u0028_businessman_u0029_ 	gender 	Male	Hyde_Park_u002C__New_York 	<gender >		Male
Isaac_Roosevelt__u0028_businessman_u0029_ 	nationality 	United_States 	Hyde_Park_u002C__New_York 	<nationality >		United_States 
Isaac_Todd 	birthDate 	1742-01-01	Coleraine 	<age>	282	282
Isaac_Todd 	gender 	Male	Coleraine 	<gender >		Male
Isabel_de_Verdun_u002C__Baroness_Ferrers_of_Groby 	birthDate 	1317-03-29	Amesbury 	<age>	707	707
Isabel_de_Verdun_u002C__Baroness_Ferrers_of_Groby 	gender 	Female	Amesbury 	<gender >		Female
Gabriel_Keller 	gender 	Male	Paris 	<gender >		Male
Gabriel_Keller 	knowsLanguage 	French_language	Paris 	<knowsLanguage >		French_lang
Gabriel_Keller 	nationality 	France 	Paris 	<nationality >		France 
Gagan_Bulathsinghala 	alumniOf 	Nalanda_College_u002C__Colombo 	Colombo 	<alumniOf >		Nalanda_College_u002C__Colombo 
Gagan_Bulathsinghala 	birthDate 	1961-09-12	Colombo 	<age>	62	62
Gagan_Bulathsinghala 	gender 	Male	Colombo 	<gender >		Male
Gagan_Bulathsinghala 	nationality 	Sri_Lanka 	Colombo 	<nationality >		Sri_Lanka 
Garnett_S_u002E__Stokes 	alumniOf 	Carson_u2013_Newman_University 	Washington_u002C__D_u002E_C_u002E_ 	<alumniOf >		Carson_u2013_Newman_University 
Garnett_S_u002E__Stokes 	birthDate 	1955-12-20	Washington_u002C__D_u002E_C_u002E_ 	<age>	68	68
Garnett_S_u002E__Stokes 	gender 	Male	Washington_u002C__D_u002E_C_u002E_ 	<gender >		Male
Garnett_S_u002E__Stokes 	worksFor 	Florida_State_University 	Washington_u002C__D_u002E_C_u002E_ 	<worksFor >		Florida_State_University 
Garnett_S_u002E__Stokes 	worksFor 	University_of_Missouri 	Washington_u002C__D_u002E_C_u002E_ 	<worksFor >		University_of_Missouri 
Garnett_S_u002E__Stokes 	worksFor 	University_of_Georgia 	Washington_u002C__D_u002E_C_u002E_ 	<worksFor >		University_of_Georgia 
Gary_Critchley 	birthDate 	1962-08-13	Birmingham 	<age>	61	61
Gary_Critchley 	gender 	Male	Birmingham 	<gender >		Male
Gary_Critchley 	knowsLanguage 	English_language	Birmingham 	<knowsLanguage >		English_lang
Henry_Harford 	alumniOf 	Eton_College 	Bond_Street 	<alumniOf >		Eton_College 
Henry_Harford 	alumniOf 	Exeter_College_u002C__Oxford 	Bond_Street 	<alumniOf >		Exeter_College_u002C__Oxford 
Henry_Harford 	birthDate 	1758-04-05	Bond_Street 	<age>	266	266
Henry_Harford 	gender 	Male	Bond_Street 	<gender >		Male
Mark_Prebble 	alumniOf 	Victoria_University_of_Wellington 	Auckland 	<alumniOf >		Victoria_University_of_Wellington 
Mark_Prebble 	alumniOf 	University_of_Auckland 	Auckland 	<alumniOf >		University_of_Auckland 
Mark_Prebble 	award 	Companion_Of_The_New_Zealand_Order_Of_Merit_Q23049797	Auckland 	<award >		Companion_Of_The_New_Zealand_Order_Of_Merit_Q23049797
Mark_Prebble 	birthDate 	1951-01-01	Auckland 	<age>	73	73
Mark_Prebble 	gender 	Male	Auckland 	<gender >		Male
Alice_Littlefield 	birthDate 	1846-04-10	Virginia 	<age>	178	178
Alice_Littlefield 	gender 	Female	Virginia 	<gender >		Female
Alice_Littlefield 	nationality 	United_States 	Virginia 	<nationality >		United_States 
Elinor_Jackson 	gender 	Female	Pennsylvania 	<gender >		Female
Elinor_Jackson 	nationality 	United_States 	Pennsylvania 	<nationality >		United_States 
Jens_Bille 	birthDate 	1531-01-26	Varberg_Fortress 	<age>	493	493
Jens_Bille 	gender 	Male	Varberg_Fortress 	<gender >		Male
Justine_Bartolini-Baldelli 	birthDate 	1811-11-27	Florence 	<age>	212	212
Justine_Bartolini-Baldelli 	gender 	Female	Florence 	<gender >		Female
Leif_Axmyr 	birthDate 	1938-06-11	Gothenburg 	<age>	85	85
Leif_Axmyr 	gender 	Male	Gothenburg 	<gender >		Male
Leif_Axmyr 	nationality 	Sweden 	Gothenburg 	<nationality >		Sweden 
Malise_mac_Gilleain 	birthDate 	1250-01-01	Scotland 	<age>	774	774
Malise_mac_Gilleain 	gender 	Male	Scotland 	<gender >		Male
Maurice_Denys__u0028_sheriff_u0029_ 	birthDate 	1410-01-01	Siston 	<age>	614	614
Maurice_Denys__u0028_sheriff_u0029_ 	gender 	Male	Siston 	<gender >		Male
Maurice_Denys__u0028_sheriff_u0029_ 	knowsLanguage 	English_language	Siston 	<knowsLanguage >		English_lang
Princess_Margaretha_u002C__Mrs_u002E__Ambler 	alumniOf 	Franska_Skolan 	Haga_Palace 	<alumniOf >		Franska_Skolan 
Princess_Margaretha_u002C__Mrs_u002E__Ambler 	award 	Grand_Cross_1St_Class_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905105	Haga_Palace 	<award >		Grand_Cross_1St_Class_Of_The_Order_Of_Merit_Of_The_Federal_Republic_Of_Germany_Q10905105
Princess_Margaretha_u002C__Mrs_u002E__Ambler 	award 	Order_of_the_Seraphim 	Haga_Palace 	<award >		Order_of_the_Seraphim 
Princess_Margaretha_u002C__Mrs_u002E__Ambler 	birthDate 	1934-10-31	Haga_Palace 	<age>	89	89
Princess_Margaretha_u002C__Mrs_u002E__Ambler 	gender 	Female	Haga_Palace 	<gender >		Female
Princess_Margaretha_u002C__Mrs_u002E__Ambler 	nationality 	Sweden 	Haga_Palace 	<nationality >		Sweden 
George_Brydges_u002C__6th_Baron_Chandos 	birthDate 	1620-08-09	Sudeley_Castle 	<age>	403	403
George_Brydges_u002C__6th_Baron_Chandos 	gender 	Male	Sudeley_Castle 	<gender >		Male
Gottfried_Tornau 	award 	German_Cross_In_Gold_Q17412908	Hamburg 	<award >		German_Cross_In_Gold_Q17412908
Gottfried_Tornau 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Hamburg 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Gottfried_Tornau 	birthDate 	1919-12-20	Hamburg 	<age>	104	104
Gottfried_Tornau 	gender 	Male	Hamburg 	<gender >		Male
Gottfried_Tornau 	knowsLanguage 	German_language	Hamburg 	<knowsLanguage >		German_lang
Gottfried_Tornau 	nationality 	Germany 	Hamburg 	<nationality >		Germany 
Gouled_Hassan_Dourad 	birthDate 	1974-01-01	Mogadishu 	<age>	50	50
Gouled_Hassan_Dourad 	gender 	Male	Mogadishu 	<gender >		Male
Grace_Fortescue 	birthDate 	1883-01-01	Washington_u002C__D_u002E_C_u002E_ 	<age>	141	141
Grace_Fortescue 	gender 	Female	Washington_u002C__D_u002E_C_u002E_ 	<gender >		Female
Grace_Fortescue 	nationality 	United_States 	Washington_u002C__D_u002E_C_u002E_ 	<nationality >		United_States 
Granville_P_u002E__Swift 	birthDate 	1821-05-01	Lexington_u002C__Kentucky 	<age>	202	202
Granville_P_u002E__Swift 	gender 	Male	Lexington_u002C__Kentucky 	<gender >		Male
Gregor_Baunach 	gender 	Male	Karbach_u002C__Bavaria 	<gender >		Male
Gregor_Baunach 	nationality 	Germany 	Karbach_u002C__Bavaria 	<nationality >		Germany 
Joseph_S_u002E__Manning 	birthDate 	1845-04-13	Massachusetts 	<age>	179	179
Joseph_S_u002E__Manning 	gender 	Male	Massachusetts 	<gender >		Male
Joseph_S_u002E__Manning 	nationality 	United_States 	Massachusetts 	<nationality >		United_States 
Mary_Chilton 	birthDate 	1607-01-01	Sandwich_u002C__Kent 	<age>	417	417
Mary_Chilton 	gender 	Female	Sandwich_u002C__Kent 	<gender >		Female
Nancy_Wyse_Power 	birthDate 	1889-11-16	Dublin 	<age>	134	134
Nancy_Wyse_Power 	gender 	Female	Dublin 	<gender >		Female
Nancy_Wyse_Power 	nationality 	Republic_of_Ireland 	Dublin 	<nationality >		Republic_of_Ireland 
Antonio_de_la_Cerda_u002C__7th_Duke_of_Medinaceli 	birthDate 	1607-01-01	Madrid 	<age>	417	417
Antonio_de_la_Cerda_u002C__7th_Duke_of_Medinaceli 	gender 	Male	Madrid 	<gender >		Male
Antonio_de_la_Cerda_u002C__7th_Duke_of_Medinaceli 	knowsLanguage 	Spanish_language	Madrid 	<knowsLanguage >		Spanish_lang
Antonio_de_la_Cerda_u002C__7th_Duke_of_Medinaceli 	nationality 	Spain 	Madrid 	<nationality >		Spain 
Blair_Herter 	birthDate 	1980-06-23	Scott_u002C__Louisiana 	<age>	43	43
Blair_Herter 	gender 	Male	Scott_u002C__Louisiana 	<gender >		Male
Blair_Herter 	nationality 	United_States 	Scott_u002C__Louisiana 	<nationality >		United_States 
Cornelia__u0028_wife_of_Livianus_u0029_ 	gender 	Female	Rome 	<gender >		Female
Stuart_Briscoe 	birthDate 	1930-11-11	Millom 	<age>	93	93
Claudia_Belk 	gender 	Female	Durham_u002C__North_Carolina 	<gender >		Female
DeWitt_Clinton_Blair 	alumniOf 	Princeton_University 	Blairstown_u002C__New_Jersey 	<alumniOf >		Princeton_University 
DeWitt_Clinton_Blair 	birthDate 	1833-09-06	Blairstown_u002C__New_Jersey 	<age>	190	190
DeWitt_Clinton_Blair 	gender 	Male	Blairstown_u002C__New_Jersey 	<gender >		Male
Elihu_Adams 	birthDate 	1741-05-29	Braintree_u002C__Massachusetts 	<age>	282	282
Elihu_Adams 	gender 	Male	Braintree_u002C__Massachusetts 	<gender >		Male
Elizabeth_Lyon_u002C__Countess_of_Strathmore 	birthDate 	1663-05-01	Bretby 	<age>	360	360
Elizabeth_Lyon_u002C__Countess_of_Strathmore 	gender 	Female	Bretby 	<gender >		Female
Joe_Rosentover 	birthDate 	1903-01-12	United_States 	<age>	121	121
Joe_Rosentover 	gender 	Male	United_States 	<gender >		Male
Joe_Rosentover 	nationality 	United_States 	United_States 	<nationality >		United_States 
Joey_Buttafuoco 	alumniOf 	Massapequa_High_School 	Massapequa_u002C__New_York 	<alumniOf >		Massapequa_High_School 
Joey_Buttafuoco 	birthDate 	1956-03-11	Massapequa_u002C__New_York 	<age>	68	68
Joey_Buttafuoco 	gender 	Male	Massapequa_u002C__New_York 	<gender >		Male
Joey_Buttafuoco 	nationality 	United_States 	Massapequa_u002C__New_York 	<nationality >		United_States 
Johann_Baldauf 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Mürzzuschlag 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Johann_Baldauf 	birthDate 	1918-12-14	Mürzzuschlag 	<age>	105	105
Johann_Baldauf 	gender 	Male	Mürzzuschlag 	<gender >		Male
Johann_Baldauf 	nationality 	Austria 	Mürzzuschlag 	<nationality >		Austria 
Johann_Zemsky 	award 	Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469	Vienna 	<award >		Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469
Johann_Zemsky 	birthDate 	1909-04-11	Vienna 	<age>	115	115
Johann_Zemsky 	gender 	Male	Vienna 	<gender >		Male
Johannes_Grimminger 	award 	German_Cross_In_Gold_Q17412908	Schwäbisch_Gmünd 	<award >		German_Cross_In_Gold_Q17412908
Johannes_Grimminger 	award 	Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469	Schwäbisch_Gmünd 	<award >		Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469
Johannes_Grimminger 	birthDate 	1914-06-06	Schwäbisch_Gmünd 	<age>	109	109
Johannes_Grimminger 	gender 	Male	Schwäbisch_Gmünd 	<gender >		Male
Johannes_Grimminger 	knowsLanguage 	German_language	Schwäbisch_Gmünd 	<knowsLanguage >		German_lang
Johannes_Grimminger 	nationality 	Germany 	Schwäbisch_Gmünd 	<nationality >		Germany 
Johannes_Scherg 	award 	German_Cross_In_Gold_Q17412908	Würzburg 	<award >		German_Cross_In_Gold_Q17412908
Johannes_Scherg 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Würzburg 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Johannes_Scherg 	birthDate 	1918-05-16	Würzburg 	<age>	105	105
Johannes_Scherg 	gender 	Male	Würzburg 	<gender >		Male
Johannes_Scherg 	knowsLanguage 	German_language	Würzburg 	<knowsLanguage >		German_lang
Johannes_Scherg 	nationality 	Germany 	Würzburg 	<nationality >		Germany 
Johannes_Weineck 	gender 	Male	Lehesten_u002C__Saale-Holzland 	<gender >		Male
Johannes_Weineck 	knowsLanguage 	German_language	Lehesten_u002C__Saale-Holzland 	<knowsLanguage >		German_lang
Johannes_Weineck 	nationality 	Germany 	Lehesten_u002C__Saale-Holzland 	<nationality >		Germany 
Baruch_Mordechai_Ezrachi 	alumniOf 	Hebron_Yeshiva 	Petah_Tikva 	<alumniOf >		Hebron_Yeshiva 
Baruch_Mordechai_Ezrachi 	birthDate 	1929-03-27	Petah_Tikva 	<age>	95	95
Baruch_Mordechai_Ezrachi 	gender 	Male	Petah_Tikva 	<gender >		Male
ʻEhu 	gender 	Male	Hawaii__u0028_island_u0029_ 	<gender >		Male
Krishnan_Srinivasan 	alumniOf 	Christ_Church_u002C__Oxford 	Chennai 	<alumniOf >		Christ_Church_u002C__Oxford 
Krishnan_Srinivasan 	alumniOf 	Bedford_School 	Chennai 	<alumniOf >		Bedford_School 
Krishnan_Srinivasan 	birthDate 	1937-02-15	Chennai 	<age>	87	87
Krishnan_Srinivasan 	gender 	Male	Chennai 	<gender >		Male
Krishnan_Srinivasan 	knowsLanguage 	English_language	Chennai 	<knowsLanguage >		English_lang
Krishnan_Srinivasan 	nationality 	India 	Chennai 	<nationality >		India 
Kristie_Kenney 	alumniOf 	Clemson_University 	Washington_u002C__D_u002E_C_u002E_ 	<alumniOf >		Clemson_University 
Kristie_Kenney 	alumniOf 	National_War_College 	Washington_u002C__D_u002E_C_u002E_ 	<alumniOf >		National_War_College 
Kristie_Kenney 	birthDate 	1955-05-24	Washington_u002C__D_u002E_C_u002E_ 	<age>	68	68
Kristie_Kenney 	gender 	Female	Washington_u002C__D_u002E_C_u002E_ 	<gender >		Female
Kristie_Kenney 	knowsLanguage 	English_language	Washington_u002C__D_u002E_C_u002E_ 	<knowsLanguage >		English_lang
Kristie_Kenney 	knowsLanguage 	French_language	Washington_u002C__D_u002E_C_u002E_ 	<knowsLanguage >		French_lang
Kristie_Kenney 	knowsLanguage 	Spanish_language	Washington_u002C__D_u002E_C_u002E_ 	<knowsLanguage >		Spanish_lang
Kristie_Kenney 	nationality 	United_States 	Washington_u002C__D_u002E_C_u002E_ 	<nationality >		United_States 
Kumar_Anish 	alumniOf 	St_Joseph_u0027_s_Boys_u0027__High_School_u002C__Bangalore 	Kannur 	<alumniOf >		St_Joseph_u0027_s_Boys_u0027__High_School_u002C__Bangalore 
Kumar_Anish 	birthDate 	1965-02-19	Kannur 	<age>	59	59
Kumar_Anish 	gender 	Male	Kannur 	<gender >		Male
Kumar_Anish 	nationality 	India 	Kannur 	<nationality >		India 
Kuno_von_Meyer 	award 	German_Cross_In_Gold_Q17412908	Choszczno 	<award >		German_Cross_In_Gold_Q17412908
Kuno_von_Meyer 	award 	Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469	Choszczno 	<award >		Knight_U0027_S_Cross_Of_The_Iron_Cross_With_Oak_Leaves_Q3003469
Kuno_von_Meyer 	birthDate 	1913-12-27	Choszczno 	<age>	110	110
Kuno_von_Meyer 	gender 	Male	Choszczno 	<gender >		Male
Kurt_Brill 	award 	German_Cross_In_Gold_Q17412908	Otterberg 	<award >		German_Cross_In_Gold_Q17412908
Kurt_Brill 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Otterberg 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Kurt_Brill 	birthDate 	1916-01-19	Otterberg 	<age>	108	108
Kurt_Brill 	gender 	Male	Otterberg 	<gender >		Male
Kurt_Brill 	knowsLanguage 	German_language	Otterberg 	<knowsLanguage >		German_lang
Kurt_Brill 	nationality 	Germany 	Otterberg 	<nationality >		Germany 
Kurt_Capesius 	award 	German_Cross_In_Gold_Q17412908	Teplice 	<award >		German_Cross_In_Gold_Q17412908
Kurt_Capesius 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Teplice 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Kurt_Capesius 	birthDate 	1919-02-12	Teplice 	<age>	105	105
Kurt_Capesius 	gender 	Male	Teplice 	<gender >		Male
Kurt_Fimmen 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Wittenberg 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Kurt_Fimmen 	birthDate 	1911-05-04	Wittenberg 	<age>	112	112
Kurt_Fimmen 	gender 	Male	Wittenberg 	<gender >		Male
Kurt_Fimmen 	knowsLanguage 	German_language	Wittenberg 	<knowsLanguage >		German_lang
Kurt_Fimmen 	nationality 	Germany 	Wittenberg 	<nationality >		Germany 
Kurt_Heintz 	award 	German_Cross_In_Gold_Q17412908	Neunkirchen_u002C__Saarland 	<award >		German_Cross_In_Gold_Q17412908
Kurt_Heintz 	award 	Knight_u0027_s_Cross_of_the_Iron_Cross	Neunkirchen_u002C__Saarland 	<award >		Knight_u0027_s_Cross_of_the_Iron_Cross
Kurt_Heintz 	birthDate 	1912-07-25	Neunkirchen_u002C__Saarland 	<age>	111	111
Kurt_Heintz 	gender 	Male	Neunkirchen_u002C__Saarland 	<gender >		Male
Kurt_Kühme 	award 	German_Cross_In_Gold_Q17412908	Berlin 	<award >		German_Cross_In_Gold_Q17412908
Israel_Donalson 	birthDate 	1767-02-02	Hunterdon_County_u002C__New_Jersey 	<age>	257	257
Israel_Donalson 	gender 	Male	Hunterdon_County_u002C__New_Jersey 	<gender >		Male
Israel_Donalson 	nationality 	United_States 	Hunterdon_County_u002C__New_Jersey 	<nationality >		United_States 
Ivy_Campany 	birthDate 	1901-09-23	Hackney_u002C__London 	<age>	122	122
Ivy_Campany 	gender 	Female	Hackney_u002C__London 	<gender >		Female
Izaak_Walton_Killam 	birthDate 	1885-07-23	Yarmouth_u002C__Nova_Scotia 	<age>	138	138
Izaak_Walton_Killam 	gender 	Male	Yarmouth_u002C__Nova_Scotia 	<gender >		Male
Izaak_Walton_Killam 	nationality 	Canada 	Yarmouth_u002C__Nova_Scotia 	<nationality >		Canada 
Izabela_Maria_Lubomirska 	birthDate 	1808-03-01	Przeworsk 	<age>	216	216
Izabela_Maria_Lubomirska 	gender 	Female	Przeworsk 	<gender >		Female
Necla_Sultan 	birthDate 	1926-05-15	Nice 	<age>	97	97
Necla_Sultan 	gender 	Female	Nice 	<gender >		Female
Necla_Sultan 	nationality 	Iraq 	Nice 	<nationality >		Iraq 
Necla_Sultan 	nationality 	Turkey 	Nice 	<nationality >		Turkey 
Ömer_Engin_Lütem 	alumniOf 	Galatasaray_High_School 	Istanbul 	<alumniOf >		Galatasaray_High_School 
Ömer_Engin_Lütem 	gender 	Male	Istanbul 	<gender >		Male
Ömer_Engin_Lütem 	knowsLanguage 	Turkish_language	Istanbul 	<knowsLanguage >		Turkish_lang
Ömer_Engin_Lütem 	nationality 	Turkey 	Istanbul 	<nationality >		Turkey 
Disappearance_of_Jessie_Foster 	alumniOf 	John_G_u002E__Diefenbaker_High_School 	Canada 	<alumniOf >		John_G_u002E__Diefenbaker_High_School 
Disappearance_of_Jessie_Foster 	birthDate 	1984-05-27	Canada 	<age>	39	39
Disappearance_of_Jessie_Foster 	gender 	Female	Canada 	<gender >		Female
Edward_Tesdorpf 	birthDate 	1817-09-27	Hamburg 	<age>	206	206
Edward_Tesdorpf 	gender 	Male	Hamburg 	<gender >		Male
Edward_Tesdorpf 	nationality 	Denmark 	Hamburg 	<nationality >		Denmark 
Frederik_Tesdorpf 	award 	Order_of_the_Dannebrog 	Orupgaard 	<award >		Order_of_the_Dannebrog 
Frederik_Tesdorpf 	birthDate 	1854-12-03	Orupgaard 	<age>	169	169
Frederik_Tesdorpf 	gender 	Male	Orupgaard 	<gender >		Male
Frederik_Tesdorpf 	nationality 	Denmark 	Orupgaard 	<nationality >		Denmark 
Jeff_Jones__u0028_music_industry_executive_u0029_ 	alumniOf 	Massachusetts_College_of_Art_and_Design 	Arlington_u002C__Massachusetts 	<alumniOf >		Massachusetts_College_of_Art_and_Design 
Jeff_Jones__u0028_music_industry_executive_u0029_ 	gender 	Male	Arlington_u002C__Massachusetts 	<gender >		Male
Jeff_Jones__u0028_music_industry_executive_u0029_ 	knowsLanguage 	English_language	Arlington_u002C__Massachusetts 	<knowsLanguage >		English_lang
Jeff_Jones__u0028_music_industry_executive_u0029_ 	nationality 	United_States 	Arlington_u002C__Massachusetts 	<nationality >		United_States 
Jeff_Jones__u0028_music_industry_executive_u0029_ 	worksFor 	Apple_Corps 	Arlington_u002C__Massachusetts 	<worksFor >		Apple_Corps 
Jeff_McComsey 	birthDate 	1981-12-11	Oxford_u002C__Pennsylvania 	<age>	42	42
Jeff_McComsey 	gender 	Male	Oxford_u002C__Pennsylvania 	<gender >		Male
Jehangir_Karamat 	alumniOf 	United_States_Army_Command_and_General_Staff_College 	Karachi 	<alumniOf >		United_States_Army_Command_and_General_Staff_College 
Jehangir_Karamat 	alumniOf 	Pakistan_Military_Academy 	Karachi 	<alumniOf >		Pakistan_Military_Academy 
Jehangir_Karamat 	alumniOf 	St_u002E__Patrick_u0027_s_High_School_u002C__Karachi 	Karachi 	<alumniOf >		St_u002E__Patrick_u0027_s_High_School_u002C__Karachi 
Jehangir_Karamat 	birthDate 	1941-02-20	Karachi 	<age>	83	83
Jehangir_Karamat 	gender 	Male	Karachi 	<gender >		Male
Jehangir_Karamat 	nationality 	Pakistan 	Karachi 	<nationality >		Pakistan 
Jehangir_Karamat 	worksFor 	Stanford_University 	Karachi 	<worksFor >		Stanford_University 
Jeremiah_Z_u002E__Brown 	award 	Medal_of_Honor	Rural_Valley_u002C__Pennsylvania 	<award >		Medal_of_Honor
Jeremiah_Z_u002E__Brown 	birthDate 	1839-11-07	Rural_Valley_u002C__Pennsylvania 	<age>	184	184
Jeremiah_Z_u002E__Brown 	gender 	Male	Rural_Valley_u002C__Pennsylvania 	<gender >		Male
Jeremiah_Z_u002E__Brown 	nationality 	United_States 	Rural_Valley_u002C__Pennsylvania 	<nationality >		United_States 
Jeremy_Bamber 	alumniOf 	Gresham_u0027_s_School 	Kensington 	<alumniOf >		Gresham_u0027_s_School 
Jeremy_Bamber 	birthDate 	1961-01-13	Kensington 	<age>	63	63
Jeremy_Bamber 	gender 	Male	Kensington 	<gender >		Male
Jeremy_Bamber 	knowsLanguage 	English_language	Kensington 	<knowsLanguage >		English_lang
Jerry_Gladstone 	alumniOf 	University_of_Rhode_Island 	Brooklyn 	<alumniOf >		University_of_Rhode_Island 
Jerry_Gladstone 	birthDate 	1960-03-11	Brooklyn 	<age>	64	64
Jerry_Gladstone 	gender 	Male	Brooklyn 	<gender >		Male
Jerry_Gladstone 	nationality 	United_States 	Brooklyn 	<nationality >		United_States 
Jerry_Neudecker 	birthDate 	1930-08-13	Marine_u002C__Illinois 	<age>	93	93
Jerry_Neudecker 	gender 	Male	Marine_u002C__Illinois 	<gender >		Male
Jerry_Neudecker 	nationality 	United_States 	Marine_u002C__Illinois 	<nationality >		United_States 
Jerry_Prem_Raj 	award 	Vir_Chakra 	Venganoor 	<award >		Vir_Chakra 
