subject	predicate	object	isCitizenOf
<John_Malkovich>	<actedIn>	The_Man_in_the_Iron_Mask_(1998_film)	El_Salvador
<Youssef_El_Akchaoui>	<isAffiliatedTo>	Morocco_national_football_team	Niger
<Joe_Garner>	<isAffiliatedTo>	Blackburn_Rovers_F.C.	Japan
<Patrick_Kanyuka>	<playsFor>	Tamworth_F.C.	Chile
<Thomas_Ian_Nicholas>	<actedIn>	American_Pie_(film)	El_Salvador
<Arthur_Beadsworth>	<playsFor>	Blackburn_Rovers_F.C.	Iran
<Michele_Serena>	<playsFor>	ACF_Fiorentina	Chile
<Michele_Serena>	<isAffiliatedTo>	Calcio_Padova	Chile
<Joleon_Lescott>	<wasBornIn>	Birmingham	Monaco
<William_Thomson,_1st_Baron_Kelvin>	<livesIn>	Cambridge	England
<Ghana>	<hasOfficialLanguage>	English_language	Bahrain
<Armenia>	<dealsWith>	Turkey	Northern_Ireland
<Marco_Motta>	<playsFor>	Watford_F.C.	Scotland
<Jonathan_Hunt_(footballer)>	<playsFor>	Sheffield_United_F.C.	Croatia
<Damon_Lindelof>	<wasBornIn>	Teaneck,_New_Jersey	Hungary
<Izzy_Iriekpen>	<playsFor>	Swansea_City_A.F.C.	Kazakhstan
<Blerim_Džemaili>	<playsFor>	Bologna_F.C._1909	Martinique
<Neil_Lennon>	<playsFor>	Leicester_City_F.C.	Spain
<John_Kelly_(footballer,_born_1960)>	<playsFor>	Walsall_F.C.	Belgium
<Trevor_Ross>	<isAffiliatedTo>	AEK_Athens_F.C.	Serbia
<Neil_Shipperley>	<isAffiliatedTo>	Brentford_F.C.	Ukraine
<Michael_Bridges>	<isAffiliatedTo>	Sunderland_A.F.C.	Democratic_Republic_of_the_Congo
<Lateef_Elford-Alliyu>	<playsFor>	Crawley_Town_F.C.	Niger
<Pablo_Contreras>	<playsFor>	AS_Monaco_FC	United_Kingdom
<Tony_Grealish>	<playsFor>	Manchester_City_F.C.	El_Salvador
<Ludwig_Wittgenstein>	<influences>	Isaiah_Berlin	Jamaica
<Ludwig_Wittgenstein>	<diedIn>	Cambridge	Jamaica
<Peter_Barnes_(footballer)>	<isAffiliatedTo>	Hull_City_A.F.C.	India
<Danny_Haynes>	<isAffiliatedTo>	Bristol_City_F.C.	Denmark
<Yoko_Ono>	<isMarriedTo>	John_Lennon	Poland
<Matthew_McConaughey>	<hasWonPrize>	Independent_Spirit_Award_for_Best_Male_Lead	Tanzania
<Howard_Shore>	<wroteMusicFor>	The_Lord_of_the_Rings_(film_series)	Australia
<Innsbruck>	<isLocatedIn>	Tyrol_(state)	Mali
<Simon_Whaley>	<isAffiliatedTo>	Chesterfield_F.C.	Senegal
<Nick_Pope_(footballer)>	<isAffiliatedTo>	Welling_United_F.C.	Belgium
<Rick_Rubin>	<created>	Def_Jam_Recordings	Nigeria
<Roy_Carroll>	<playsFor>	Hull_City_A.F.C.	Switzerland
<Surrey,_British_Columbia>	<isLocatedIn>	British_Columbia	Republic_of_the_Congo
<Santa_Monica,_California>	<isLocatedIn>	Los_Angeles_County,_California	Puerto_Rico
<Eiður_Guðjohnsen>	<playsFor>	Molde_FK	Barbados
<Barry_Levinson>	<directed>	Wag_the_Dog	Russia
<Iraq_War>	<happenedIn>	Iraq	Scotland
<Moses_Sakyi>	<isAffiliatedTo>	Liberty_Professionals_F.C.	Nigeria
<2009_Iranian_presidential_election_protests>	<happenedIn>	Halifax,_Nova_Scotia	Sweden
<Lee_Holmes>	<isAffiliatedTo>	Portsmouth_F.C.	Chile
<Peter_Falk>	<graduatedFrom>	Syracuse_University	Nigeria
<Dejan_Petković>	<playsFor>	Clube_de_Regatas_do_Flamengo	Netherlands
<Charles_Rosher>	<diedIn>	Lisbon	Cameroon
<Colombia>	<hasOfficialLanguage>	Spanish_language	Canada
<Noel_Whelan_(footballer)>	<playsFor>	Harrogate_Town_F.C.	Puerto_Rico
<Marco_Negri>	<playsFor>	Cagliari_Calcio	Bulgaria
<Ballet_Shoes_(film)>	<isLocatedIn>	United_Kingdom	Wales
<Elizabeth_Taylor>	<isMarriedTo>	Richard_Burton	Belgium
<Simon_Webster_(footballer)>	<isAffiliatedTo>	Sheffield_United_F.C.	Spain
<The_Vow_(2012_film)>	<isLocatedIn>	United_States	Bulgaria
<Jon_Sheffield>	<playsFor>	Hereford_United_F.C.	Canada
<Shanghai_Greenland_Shenhua_F.C.>	<isLocatedIn>	Shanghai	Puerto_Rico
<Martin_Paterson>	<playsFor>	Port_Vale_F.C.	Republic_of_the_Congo
<Roy_O'Donovan>	<playsFor>	Hartlepool_United_F.C.	India
<Patrick_van_Aanholt>	<isAffiliatedTo>	SBV_Vitesse	United_States
<Peter_Ustinov>	<actedIn>	Quo_Vadis_(1951_film)	Bangladesh
<Steve_Howey_(footballer)>	<playsFor>	England_national_football_team	India
<Judi_Dench>	<actedIn>	My_Week_with_Marilyn	Cyprus
<Barry_Richardson_(English_footballer)>	<isAffiliatedTo>	Wycombe_Wanderers_F.C.	Argentina
<Clive_Barker>	<influences>	Alan_Moore	Croatia
<John_Seasman>	<isAffiliatedTo>	Rotherham_United_F.C.	Niger
<James_Woods>	<actedIn>	Once_Upon_a_Time_in_America	Japan
<Chukki_Eribenne>	<playsFor>	Coventry_City_F.C.	Sweden
<Gary_Phillips_(footballer)>	<playsFor>	Brentford_F.C.	El_Salvador
<Anonymous_(film)>	<isLocatedIn>	United_Kingdom	Democratic_Republic_of_the_Congo
<Shane_Lowry_(footballer)>	<wasBornIn>	Perth	Puerto_Rico
<Shirley_Ann_Russell>	<diedIn>	London	El_Salvador
<Raïs_M'Bolhi>	<wasBornIn>	Paris	Russia
<Marc_Richards>	<playsFor>	Barnsley_F.C.	Russia
<Mick_Kennedy>	<playsFor>	Chesterfield_F.C.	Germany
<Gavin_Mahon>	<playsFor>	Hereford_United_F.C.	England
<Lee_McEvilly>	<isAffiliatedTo>	Cambridge_United_F.C.	Monaco
<Kuwait>	<participatedIn>	Gulf_War	Monaco
<Klaus_Badelt>	<wroteMusicFor>	TMNT_(film)	Cyprus
<Evan_Rachel_Wood>	<actedIn>	The_Wrestler_(2008_film)	France
<Joe_Johnson_(footballer,_born_1911)>	<wasBornIn>	Grimsby	Republic_of_Ireland
<Jennifer_Connelly>	<livesIn>	Brooklyn	Bahrain
<Scott_Shearer>	<playsFor>	Wrexham_A.F.C.	Ukraine
<Kevin_Spacey>	<actedIn>	L.A._Confidential_(film)	Iran
<Nile_Ranger>	<playsFor>	Barnsley_F.C.	Chile
<2010_Winter_Olympics>	<isLocatedIn>	Canada	Hungary
<Richard_Jobson_(footballer)>	<playsFor>	Watford_F.C.	Hungary
<Angela_Lansbury>	<hasWonPrize>	Laurence_Olivier_Award	Bulgaria
<Ben_Roberts_(footballer)>	<isAffiliatedTo>	Hartlepool_United_F.C.	Cameroon
<George_Berry_(footballer)>	<isAffiliatedTo>	Stoke_City_F.C.	Cameroon
<Nigel_Gleghorn>	<playsFor>	Burnley_F.C.	Serbia
<Dean_Holdsworth>	<isAffiliatedTo>	Port_Vale_F.C.	El_Salvador
<James_Riley_(soccer)>	<playsFor>	Seattle_Sounders_FC	United_Kingdom
<Evander_Sno>	<playsFor>	NAC_Breda	Panama
<Jason_Banton>	<isAffiliatedTo>	Milton_Keynes_Dons_F.C.	Slovenia
<Dean_Saunders>	<isAffiliatedTo>	Oxford_United_F.C.	Democratic_Republic_of_the_Congo
<Cristian_Bucchi>	<playsFor>	Ternana_Calcio	United_Arab_Emirates
<Peter_Crouch>	<playsFor>	Southampton_F.C.	United_Kingdom
<Paul_Marshall_(footballer)>	<isAffiliatedTo>	Aberdeen_F.C.	Canada
<Barry_Robson>	<isAffiliatedTo>	Middlesbrough_F.C.	Northern_Ireland
<Jack_Nicholson>	<actedIn>	Easy_Rider	Netherlands
<Colin_Hendry>	<isAffiliatedTo>	Blackpool_F.C.	Canada
<Mandatory_Palestine>	<participatedIn>	Italian_Campaign_(World_War_II)	Israel
<Kansas_City,_Missouri>	<isLocatedIn>	Jackson_County,_Missouri	Spain
<Wehrmacht>	<isLocatedIn>	Nazi_Germany	Jamaica
<Nicolas_Anelka>	<playsFor>	France_national_football_team	El_Salvador
<Michael_Blackwood_(footballer)>	<playsFor>	Halesowen_Town_F.C.	Sweden
<Michael_Blackwood_(footballer)>	<isAffiliatedTo>	Worcester_City_F.C.	Sweden
<George_McNestry>	<playsFor>	Sunderland_A.F.C.	Norway
<Jajá>	<isAffiliatedTo>	Clube_de_Regatas_do_Flamengo	Cameroon
<Nicky_Shorey>	<isAffiliatedTo>	England_national_football_team	Cape_Verde
<John_Hendry_(footballer)>	<isAffiliatedTo>	Swansea_City_A.F.C.	Slovenia
<Rob_Burch_(footballer)>	<playsFor>	Barnet_F.C.	Dominica
<Ian_Stevens_(footballer)>	<isAffiliatedTo>	Wrexham_A.F.C.	England
<Gary_McSheffrey>	<isAffiliatedTo>	Birmingham_City_F.C.	Poland
<Raphael_Meade>	<isAffiliatedTo>	Odense_Boldklub	Ukraine
<Jane_Espenson>	<wasBornIn>	Ames,_Iowa	Jamaica
<Clyde_Wijnhard>	<isAffiliatedTo>	FC_Groningen	Chile
<Clyde_Wijnhard>	<playsFor>	Darlington_F.C.	Chile
<Jim_McCalliog>	<isAffiliatedTo>	Southampton_F.C.	Kazakhstan
<Viggo_Mortensen>	<actedIn>	Psycho_(1998_film)	Spain
<New_Brunswick>	<hasCapital>	Fredericton	Bangladesh
<Emma_Thompson>	<actedIn>	Angels_in_America_(miniseries)	Greece
<Peter_Skipper>	<isAffiliatedTo>	Scunthorpe_United_F.C.	El_Salvador
<Kaba_Diawara>	<isAffiliatedTo>	Stade_Rennais_F.C.	India
<Iván_Kaviedes>	<playsFor>	Ecuador_national_football_team	Sweden
<British_Columbia>	<isLocatedIn>	Vancouver	Austria
<Cory_Gibbs>	<playsFor>	Chicago_Fire_Soccer_Club	Iran
<Kane_Ferdinand>	<playsFor>	Peterborough_United_F.C.	Cameroon
<David_Lee_(footballer,_born_1980)>	<playsFor>	Hull_City_A.F.C.	Niger
<Nintendo_World_Championships>	<isLocatedIn>	Cleveland	Sweden
<Long_Turkish_War>	<happenedIn>	Czech_Republic	Japan
<Ryan_Burge>	<isAffiliatedTo>	Birmingham_City_F.C.	Sweden
<Romania>	<dealsWith>	Netherlands	Monaco
<Paul_Kinnaird>	<isAffiliatedTo>	Shrewsbury_Town_F.C.	Tanzania
<Stuart_Parker_(footballer)>	<playsFor>	Blackburn_Rovers_F.C.	Democratic_Republic_of_the_Congo
<Elvis_Costello>	<isMarriedTo>	Diana_Krall	Netherlands
<Ben_Hamer>	<isAffiliatedTo>	Bristol_City_F.C.	Chile
<Hans_Zimmer>	<wroteMusicFor>	The_Da_Vinci_Code_(film)	Puerto_Rico
<Wendy_Melvoin>	<created>	Heroes_(TV_series)	Bulgaria
<Paul_Auster>	<wasBornIn>	Newark,_New_Jersey	Martinique
<Luciano_Figueroa>	<playsFor>	Genoa_C.F.C.	India
<Michael_Owen>	<wasBornIn>	Chester	Australia
<Paul_Sorvino>	<actedIn>	Bulworth	Iran
<Leighton_James>	<playsFor>	Burnley_F.C.	Denmark
<Tommy_Wright_(footballer,_born_1963)>	<isAffiliatedTo>	Nottingham_Forest_F.C.	Bangladesh
<Peter_Beagrie>	<playsFor>	Scunthorpe_United_F.C.	India
<Jimmy_Spencer_(footballer)>	<isAffiliatedTo>	Cambridge_United_F.C.	Mali
<Tarcisio_Burgnich>	<isAffiliatedTo>	Juventus_F.C.	Cameroon
<Martin_Jol>	<playsFor>	FC_Twente	Iran
<Nobel_Prize_in_Physiology_or_Medicine>	<isLocatedIn>	Stockholm	Republic_of_Ireland
<Ben_Purkiss>	<wasBornIn>	Sheffield	Belgium
<Rob_Page>	<playsFor>	Coventry_City_F.C.	India
<Luis_Alonso_Sandoval>	<isAffiliatedTo>	Monarcas_Morelia	Senegal
<David_Martin_(footballer,_born_1986)>	<isAffiliatedTo>	Wimbledon_F.C.	Israel
<Alan_Silvestri>	<wroteMusicFor>	Back_to_the_Future_Part_III	El_Salvador
<Cristian_Montaño>	<isAffiliatedTo>	Oldham_Athletic_A.F.C.	Russia
<Gary_Shelton>	<isAffiliatedTo>	Walsall_F.C.	Denmark
<Sean_Hayes_(actor)>	<wasBornIn>	Chicago	Democratic_Republic_of_the_Congo
<Alan_White_(English_footballer)>	<playsFor>	Boston_United_F.C.	England
<Dorothy_Fields>	<diedIn>	New_York_City	Bahrain
<Jason_Flemyng>	<actedIn>	From_Hell_(film)	Bulgaria
<Stewart_Littlewood>	<isAffiliatedTo>	Oldham_Athletic_A.F.C.	Bulgaria
<Maicon_Santos>	<playsFor>	FC_Dallas	Cyprus
<Terry_Lees>	<playsFor>	Roda_JC_Kerkrade	Chile
<Maggie_Smith>	<hasWonPrize>	Tony_Award	Italy
<Darius_Henderson>	<playsFor>	Coventry_City_F.C.	England
<Darius_Henderson>	<isAffiliatedTo>	Mansfield_Town_F.C.	England
<Michael_Spies>	<wasBornIn>	Stuttgart	Bangladesh
<Gainesville,_Florida>	<isLocatedIn>	United_States	England
<Frances_Marion>	<diedIn>	Los_Angeles	Netherlands
<War_of_1812>	<happenedIn>	North_America	Norway
<John_McGuigan>	<playsFor>	Swansea_City_A.F.C.	Bangladesh
<Nathaniel_Mendez-Laing>	<playsFor>	Sheffield_United_F.C.	Poland
<Concord,_New_Hampshire>	<isLocatedIn>	New_Hampshire	Japan
<Felipe_Melo>	<playsFor>	RCD_Mallorca	Norway
<Vera_Drake>	<isLocatedIn>	France	India
<Trent_Reznor>	<wroteMusicFor>	The_Social_Network	United_Arab_Emirates
<Lake_Erie>	<isLocatedIn>	Erie,_Pennsylvania	Cape_Verde
<Paul_Butler_(footballer,_born_1972)>	<isAffiliatedTo>	Milton_Keynes_Dons_F.C.	Japan
<Robert_Earnshaw>	<playsFor>	Cardiff_City_F.C.	Bahrain
<Patrick_Suffo>	<isAffiliatedTo>	FC_Barcelona_B	Greece
<Lauren_Bacall>	<actedIn>	The_Mirror_Has_Two_Faces	Poland
<Confederate_States_of_America>	<participatedIn>	American_Civil_War	Chile
<Kenny_Cooper>	<wasBornIn>	Baltimore	Bahrain
<Lily_Tomlin>	<actedIn>	And_the_Band_Played_On_(film)	Northern_Ireland
<Osvaldo_Ardiles>	<isAffiliatedTo>	GNK_Dinamo_Zagreb	Israel
<General_Electric>	<isLocatedIn>	Fairfield,_Connecticut	Barbados
<Rajasthan>	<isLocatedIn>	Jaipur	Nigeria
<King_Records_(United_States)>	<isLocatedIn>	Cincinnati	Monaco
<Steve_Robinson_(Northern_Ireland_footballer)>	<isAffiliatedTo>	Luton_Town_F.C.	Iran
<John_Lowey_(footballer)>	<isAffiliatedTo>	Manchester_United_F.C.	Bulgaria
<Scott_Davies_(footballer,_born_1988)>	<isAffiliatedTo>	Aldershot_Town_F.C.	Bulgaria
<Boise_State_University>	<isLocatedIn>	Boise,_Idaho	Cape_Verde
<Vince_Gilligan>	<hasWonPrize>	Writers_Guild_of_America_Award	England
<Miguel_de_Cervantes>	<influences>	J._M._Coetzee	Cameroon
<Ally_Graham>	<playsFor>	Ayr_United_F.C.	Denmark
<Wuhan>	<isLocatedIn>	China	United_Arab_Emirates
<Peter_Taylor_(footballer,_born_1953)>	<isAffiliatedTo>	Wycombe_Wanderers_F.C.	Iran
<Nick_Proschwitz>	<playsFor>	Hull_City_A.F.C.	Bulgaria
<Worthing>	<isLocatedIn>	Sussex	Bangladesh
<Inyo_County,_California>	<isLocatedIn>	California	Cyprus
<Richard_Jenkins>	<actedIn>	The_Cabin_in_the_Woods	Monaco
<Carl_Tiler>	<playsFor>	Barnsley_F.C.	Japan
<Citrus_County,_Florida>	<isLocatedIn>	Florida	Republic_of_Ireland
<Diane_Warren>	<hasWonPrize>	APRA_Awards_(Australia)	Hungary
<Saint_Petersburg_State_University>	<isLocatedIn>	Saint_Petersburg	France
<Dave_Grohl>	<hasWonPrize>	Grammy_Award	Martinique
<John_Sutton_(footballer)>	<playsFor>	Tottenham_Hotspur_F.C.	England
<Sam_Neill>	<actedIn>	Evil_Angels_(film)	Spain
<Santa_Rosa,_California>	<isLocatedIn>	United_States	Martinique
<Algeria>	<isLocatedIn>	Africa	Wales
<John_Keeley>	<isAffiliatedTo>	Chester_City_F.C.	Barbados
<Robert_A._Heinlein>	<influences>	Charles_Stross	Australia
<Japan>	<hasCurrency>	Japanese_yen	Senegal
<Thomas_Newman>	<wroteMusicFor>	In_the_Bedroom	United_Arab_Emirates
<Dave_Martin_(footballer,_born_1963)>	<isAffiliatedTo>	Leyton_Orient_F.C.	Greece
<John_Rawls>	<graduatedFrom>	Massachusetts_Institute_of_Technology	Bangladesh
<Stuart_Cash>	<playsFor>	Wycombe_Wanderers_F.C.	Slovenia
<El_Salvador>	<dealsWith>	China	Scotland
<Matteo_Brighi>	<playsFor>	A.C._ChievoVerona	Greece
<Victor_Sikora>	<playsFor>	Netherlands_national_football_team	Russia
<Mike_Stowell>	<playsFor>	Preston_North_End_F.C.	Bangladesh
<Bill_Pendergast>	<playsFor>	Crewe_Alexandra_F.C.	Poland
<Wally_Bellett>	<playsFor>	Chelmsford_City_F.C.	Greece
<Jimmy_Rayner>	<playsFor>	Peterborough_United_F.C.	India
<Ian_Miller_(footballer,_born_1955)>	<playsFor>	Bury_F.C.	Wales
<Duncan_McKenzie>	<isAffiliatedTo>	Everton_F.C.	Senegal
<Lucas_Silva_(footballer,_born_1984)>	<isAffiliatedTo>	Tiburones_Rojos_de_Veracruz	Tanzania
<Bruce_Dyer>	<playsFor>	Stoke_City_F.C.	Cameroon
<Keith_Lowe_(footballer)>	<playsFor>	Swansea_City_A.F.C.	Norway
<30_Days_of_Night_(film)>	<isLocatedIn>	United_States	Switzerland
<Steve_Guinan>	<isAffiliatedTo>	Shrewsbury_Town_F.C.	Norway
<Mel_Gibson>	<actedIn>	Gallipoli_(1981_film)	Panama
<Adam_Hammill>	<playsFor>	Barnsley_F.C.	Japan
<John_Roberts_(footballer,_born_1946)>	<isAffiliatedTo>	Arsenal_F.C.	Canada
<Riccardo_Meggiorini>	<playsFor>	A.C._ChievoVerona	Niger
<Emerson_(footballer,_born_1976)>	<isAffiliatedTo>	Brazil_national_football_team	Bahrain
<EasyJet>	<isLocatedIn>	Barcelona–El_Prat_Airport	Senegal
<North_Dakota>	<isLocatedIn>	United_States	Bulgaria
<Geoff_Horsfield>	<isAffiliatedTo>	Leicester_City_F.C.	England
<Danny_Granville>	<isAffiliatedTo>	Norwich_City_F.C.	Niger
<Joe_Lewis_(footballer)>	<playsFor>	Stockport_County_F.C.	Hungary
<82nd_Academy_Awards>	<happenedIn>	Hollywood	Norway
<Tim_Curry>	<actedIn>	Terry_Pratchett's_The_Colour_of_Magic	Bangladesh
<Lindsay_Lohan>	<actedIn>	I_Know_Who_Killed_Me	Chile
<Ian_Redford>	<wasBornIn>	Perth,_Scotland	Democratic_Republic_of_the_Congo
<Sierra_Entertainment>	<isLocatedIn>	Fresno,_California	Italy
<Sanmi_Odelusi>	<isAffiliatedTo>	Reading_F.C.	India
<Lee_Thorpe>	<isAffiliatedTo>	Brentford_F.C.	Slovenia
<Rabindranath_Tagore>	<wasBornIn>	Kolkata	Belgium
<Los_Lobos>	<wroteMusicFor>	Spy_Kids	Canada
<Fergie_(singer)>	<actedIn>	Nine_(2009_live-action_film)	Panama
<Paul_Gerrard>	<playsFor>	Everton_F.C.	Democratic_Republic_of_the_Congo
<George_Kirby_(footballer)>	<playsFor>	Brentford_F.C.	Panama
<The_Rainmaker_(1997_film)>	<isLocatedIn>	Germany	Austria
<Danijel_Pranjić>	<playsFor>	SC_Heerenveen	El_Salvador
<Ciarán_Toner>	<playsFor>	Cambridge_United_F.C.	Netherlands
<George_Stevens>	<directed>	A_Place_in_the_Sun_(film)	Denmark
<Richard_O'Donnell>	<isAffiliatedTo>	Chesterfield_F.C.	Republic_of_Ireland
<KV_Mechelen>	<hasWonPrize>	Nobel_Prize_in_Physiology_or_Medicine	Denmark
<Ray_Liotta>	<actedIn>	Smokin'_Aces	United_States
<Tony_Lormor>	<playsFor>	Shrewsbury_Town_F.C.	United_Kingdom
<Felix_Bastians>	<playsFor>	Northwich_Victoria_F.C.	Kazakhstan
<Jeff_Whitley>	<playsFor>	Northwich_Victoria_F.C.	Mali
<Andy_Saville>	<playsFor>	Hull_City_A.F.C.	Puerto_Rico
<Costa_Rica>	<dealsWith>	Mexico	Iran
<Ian_Harte>	<isAffiliatedTo>	Leeds_United_F.C.	Bangladesh
<Chicago>	<isLocatedIn>	Chicago_metropolitan_area	United_States
<Junichi_Inamoto>	<isAffiliatedTo>	Eintracht_Frankfurt	Chile
<Brian_Birch>	<isAffiliatedTo>	Helsingborgs_IF	Martinique
<Stuart_Hicks>	<playsFor>	Preston_North_End_F.C.	Puerto_Rico
<Dave_Beasant>	<playsFor>	Nottingham_Forest_F.C.	Switzerland
<Roque_Santa_Cruz>	<playsFor>	FC_Bayern_Munich	Germany
<Zé_Roberto>	<playsFor>	Brazil_national_football_team	Tanzania
<Tom_Green>	<isMarriedTo>	Drew_Barrymore	Cyprus
<Trevor_Carson>	<playsFor>	Chesterfield_F.C.	Italy
<Carmine_Gautieri>	<isAffiliatedTo>	A.S._Livorno_Calcio	Nigeria
<Wayne_Brown_(footballer,_born_August_1977)>	<isAffiliatedTo>	Gillingham_F.C.	Belgium
<Eddie_McGoldrick>	<isAffiliatedTo>	Republic_of_Ireland_national_football_team	Northern_Ireland
<Weber_State_University>	<isLocatedIn>	Utah	Sweden
<Ravi_Shankar>	<wroteMusicFor>	Gandhi_(film)	Wales
<Michael_Cera>	<actedIn>	Scott_Pilgrim_vs._the_World	Bangladesh
<Kevin_Cooper_(footballer)>	<playsFor>	Norwich_City_F.C.	Bangladesh
<Ben_Gordon_(footballer,_born_1991)>	<wasBornIn>	Bradford	Canada
<Alexander_Payne>	<hasWonPrize>	Academy_Award_for_Best_Adapted_Screenplay	Germany
<Alex_Manninger>	<isAffiliatedTo>	ACF_Fiorentina	Sweden
<Sienna_Miller>	<wasBornIn>	New_York_City	India
<Warner_Bros._Animation>	<isLocatedIn>	California	Norway
<Tom_Heaton>	<isAffiliatedTo>	Burnley_F.C.	Northern_Ireland
<Nikola_Vujadinović>	<wasBornIn>	Belgrade	Bahrain
<Guus_Hiddink>	<playsFor>	PSV_Eindhoven	Scotland
<Guus_Hiddink>	<isAffiliatedTo>	Australia_national_soccer_team	Scotland
<Don_Weston>	<isAffiliatedTo>	Altrincham_F.C.	England
<Dwane_Lee>	<playsFor>	Aldershot_Town_F.C.	El_Salvador
<Rosario_Dawson>	<wasBornIn>	New_York_City	United_States
<Grzegorz_Szamotulski>	<isAffiliatedTo>	Legia_Warsaw	Monaco
<The_Golden_Compass_(film)>	<isLocatedIn>	United_States	Denmark
<Song_Chong-gug>	<isAffiliatedTo>	South_Korea_national_football_team	Sweden
<Gary_Alexander_(footballer)>	<isAffiliatedTo>	AFC_Wimbledon	Slovenia
<Percy_Whipp>	<playsFor>	Swindon_Town_F.C.	Panama
<John_Ford>	<actedIn>	The_Quiet_Man	United_Kingdom
<Toho>	<isLocatedIn>	Chiyoda,_Tokyo	Democratic_Republic_of_the_Congo
<Sydney_Pollack>	<directed>	The_Firm_(1993_film)	Poland
<Columbia,_South_Carolina>	<isLocatedIn>	South_Carolina	Niger
<New_Bedford,_Massachusetts>	<isLocatedIn>	Massachusetts	Iran
<Andy_Kennedy_(footballer,_born_1964)>	<isAffiliatedTo>	Sheffield_United_F.C.	Israel
<Rachel_Portman>	<wroteMusicFor>	Beloved_(film)	Cape_Verde
<Sofia_Coppola>	<hasWonPrize>	Independent_Spirit_Award_for_Best_Director	Senegal
<FC_Zenit_Saint_Petersburg>	<isLocatedIn>	Russia	Sweden
<Andy_Keogh>	<isAffiliatedTo>	Leeds_United_F.C.	Republic_of_Ireland
<Stuart_McMillan_(footballer)>	<isAffiliatedTo>	Gillingham_F.C.	Dominica
<West_Java>	<hasWonPrize>	Nobel_Prize_in_Physics	United_States
<Jon_Shaw>	<isAffiliatedTo>	Mansfield_Town_F.C.	Brazil
<Gustave_Flaubert>	<influences>	George_Orwell	Slovenia
<Jared_Borgetti>	<playsFor>	C.F._Monterrey	Iran
<Tom_Flanagan_(footballer)>	<isAffiliatedTo>	Barnet_F.C.	Austria
<Meryl_Streep>	<actedIn>	Fantastic_Mr._Fox_(film)	Cape_Verde
<Ardent_Records>	<isLocatedIn>	Memphis,_Tennessee	Spain
<Neil_Simon>	<created>	The_Goodbye_Girl	Nigeria
<Ryan_McCann>	<isAffiliatedTo>	Ayr_United_F.C.	Iran
<Brian_Murphy_(association_footballer)>	<playsFor>	Swansea_City_A.F.C.	United_Arab_Emirates
<Brian_Murphy_(association_footballer)>	<isAffiliatedTo>	Swansea_City_A.F.C.	United_Arab_Emirates
<Russell_Coughlin>	<playsFor>	Exeter_City_F.C.	Tanzania
<Nathan_Byrne>	<isAffiliatedTo>	Wolverhampton_Wanderers_F.C.	Wales
<Cicely_Tyson>	<wasBornIn>	New_York_City	Tanzania
<Philip_Yordan>	<hasWonPrize>	Edgar_Award	Chile
<Westminster_School>	<isLocatedIn>	City_of_Westminster	El_Salvador
<O'Neill_Donaldson>	<isAffiliatedTo>	Mansfield_Town_F.C.	Kazakhstan
<Bobby_Olejnik>	<isAffiliatedTo>	Falkirk_F.C.	Kazakhstan
<United_States_Virgin_Islands>	<isLocatedIn>	United_States	Senegal
<Carter_Burwell>	<wroteMusicFor>	Velvet_Goldmine	Serbia
<Adrian_Viveash>	<playsFor>	Oxford_United_F.C.	Scotland
<Luís_Leal_(footballer)>	<playsFor>	C.F._Os_Belenenses	Slovenia
<Micky_Adams>	<isAffiliatedTo>	Sheffield_United_F.C.	Serbia
<Devin_Townsend>	<wasBornIn>	New_Westminster	Monaco
<Greater_Sudbury>	<isLocatedIn>	Ontario	Cape_Verde
<Anthony_Elding>	<playsFor>	Stevenage_F.C.	Belgium
<Jaap_Stam>	<playsFor>	PSV_Eindhoven	France
<Dominican_Republic>	<hasOfficialLanguage>	Spanish_language	Spain
<Edward_Zwick>	<directed>	The_Last_Samurai	Austria
